ISBN	SELO	EDIÇÃO	VOLUME / SÉRIE	DISCIPLINA	SEGMENTO	COLEÇÃO	OBRA	AUTOR	CATEGORIA
9788508172610	ÁTICA	2	8º Ano	História	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS HISTORIA 8º ANO	Gislane Azevedo e Reinaldo Seriacopi	Didático
9788508172597	ÁTICA	2	9º Ano	História	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS HISTORIA 9º ANO	Gislane Azevedo e Reinaldo Seriacopi	Didático
9788508172733	ÁTICA	2	6º Ano	Matemática	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS MATEMICA 6º ANO	Luiz Roberto Dante	Didático
9788508172719	ÁTICA	2	7º Ano	Matemática	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS MATEMICA 7º ANO	Luiz Roberto Dante	Didático
9788508172696	ÁTICA	2	8º Ano	Matemática	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS MATEMICA 8º ANO	Luiz Roberto Dante	Didático
9788508172672	ÁTICA	2	9º Ano	Matemática	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS MATEMICA 9º ANO	Luiz Roberto Dante	Didático
9788508172429	ÁTICA	2	6º Ano	Português	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS PORTUGUES 6º ANO	Ana Borgatto, Terezinha Bertin e Vera Marchezi	Didático
9788508172399	ÁTICA	2	7º Ano	Português	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS PORTUGUES 7º ANO	Ana Borgatto, Terezinha Bertin e Vera Marchezi	Didático
9788508172382	ÁTICA	2	8º Ano	Português	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS PORTUGUES 8º ANO	Ana Borgatto, Terezinha Bertin e Vera Marchezi	Didático
9788508172757	ÁTICA	2	9º Ano	Português	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS PORTUGUES 9º ANO	Ana Borgatto, Terezinha Bertin e Vera Marchezi	Didático
9788508172269	ÁTICA	2	6º Ano	Ciências	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS  Ciências 6ºANO	Fernando Gewandsznajder	Didático
9788508172245	ÁTICA	2	7º Ano	Ciências	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS  Ciências 7ºANO	Fernando Gewandsznajder	Didático
9788508172221	ÁTICA	2	8º Ano	Ciências	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS  Ciências 8ºANO	Fernando Gewandsznajder	Didático
9788508172207	ÁTICA	2	9º Ano	Ciências	Ensino Fundamental 2	Projeto Teláris	PROJETO TELARIS  Ciências 9ºANO	Fernando Gewandsznajder	Didático
2699004	ÁTICA	3	2º Ano	Espanhol	Ensino Fundamental 2	Saludos	SALUDOS	Ivan Martin	Didático
2698984	ÁTICA	3	1º Ano	Espanhol	Ensino Fundamental 2	Saludos	SALUDOS	Ivan Martin	Didático
2699011	ÁTICA	3	3º Ano	Espanhol	Ensino Fundamental 2	Saludos	SALUDOS	Ivan Martin	Didático
2699028	ÁTICA	3	4º Ano	Espanhol	Ensino Fundamental 2	Saludos	SALUDOS	Ivan Martin	Didático
9788508107674	ÁTICA	2	6º Ano	Inglês	Ensino Fundamental 2	Start Up	START UP - STAGE 6	Eliete Morino e Rita Faria	Didático
9788508107698	ÁTICA	2	7º Ano	Inglês	Ensino Fundamental 2	Start Up	START UP - STAGE 7	Eliete Morino e Rita Faria	Didático
9788508107711	ÁTICA	2	8º Ano	Inglês	Ensino Fundamental 2	Start Up	START UP - STAGE 8	Eliete Morino e Rita Faria	Didático
9788508107735	ÁTICA	2	9º Ano	Inglês	Ensino Fundamental 2	Start Up	START UP - STAGE 9	Eliete Morino e Rita Faria	Didático
9788508147786	ÁTICA	1	8º Ano	Arte	Ensino Fundamental 2	Todas As Artes	TODAS AS ARTES 	Eliana Pougy	Didático
9788508147199	ÁTICA	1	6º Ano	Arte	Ensino Fundamental 2	Todas As Artes	TODAS AS ARTES 	Eliana Pougy	Didático
9788508129690	ÁTICA	1	9º Ano	Arte	Ensino Fundamental 2	Todas As Artes	TODAS AS ARTES 	Eliana Pougy	Didático
9788508128778	ÁTICA	1	7º Ano	Arte	Ensino Fundamental 2	Todas As Artes	TODAS AS ARTES 	Eliana Pougy	Didático
9788508135523	ÁTICA	2	4º Ano	Religião	Ensino Fundamental 2	Todos Os Jeitos De Crer	TODOS OS JEITOS DE CRER - IDEIAS	Alessandro Bigheto e Dora Incontri	Didático
9788508135509	ÁTICA	2	3º Ano	Religião	Ensino Fundamental 2	Todos Os Jeitos De Crer	TODOS OS JEITOS DE CRER - TRADIÇÕES	Alessandro Bigheto e Dora Incontri	Didático
9788508135486	ÁTICA	2	2º Ano	Religião	Ensino Fundamental 2	Todos Os Jeitos De Crer	TODOS OS JEITOS DE CRER - VALORES	Alessandro Bigheto e Dora Incontri	Didático
9788508135462	ÁTICA	2	1º Ano	Religião	Ensino Fundamental 2	Todos Os Jeitos De Crer	TODOS OS JEITOS DE CRER - VIDAS	Alessandro Bigheto e Dora Incontri	Didático
9788508134670	ÁTICA	24	VU	Mapas	Ensino Fundamental 2	Trabalhando Com Mapas	TRABALHANDO COM MAPAS - AS AMÉRICAS	Editora Ática	Didático
9788508134618	ÁTICA	27	VU	Mapas	Ensino Fundamental 2	Trabalhando Com Mapas	TRABALHANDO COM MAPAS - AS REGIÕES BRASILEIRAS	Editora Ática	Didático
9788508134632	ÁTICA	27	VU	Mapas	Ensino Fundamental 2	Trabalhando Com Mapas	TRABALHANDO COM MAPAS - INTRODUÇÃO À GEOGRAFIA	Editora Ática	Didático
9788508134595	ÁTICA	7	VU	Mapas	Ensino Fundamental 2	Trabalhando Com Mapas	TRABALHANDO COM MAPAS - O MUNDO DESENVOLVIDO	Editora Ática	Didático
9788508134571	ÁTICA	7	VU	Mapas	Ensino Fundamental 2	Trabalhando Com Mapas	TRABALHANDO COM MAPAS - O MUNDO SUBDESENVOLVIDO	Editora Ática	Didático
9788508134656	ÁTICA	26	VU	Mapas	Ensino Fundamental 2	Trabalhando Com Mapas	TRABALHANDO COM MAPAS - OS CONTINENTES	Editora Ática	Didático
9788508129621	ÁTICA	2	9º Ano	Português	Ensino Fundamental 2	Viva Português	VIVA PORTUGUÊS	Elizabeth Campos, Paula Cardoso e Silvia de Andrade	Didático
9788508129355	ÁTICA	2	8º Ano	Português	Ensino Fundamental 2	Viva Português	VIVA PORTUGUÊS	Elizabeth Campos, Paula Cardoso e Silvia de Andrade	Didático
9788508129331	ÁTICA	2	7º Ano	Português	Ensino Fundamental 2	Viva Português	VIVA PORTUGUÊS	Elizabeth Campos, Paula Cardoso e Silvia de Andrade	Didático
9788508129317	ÁTICA	2	6º Ano	Português	Ensino Fundamental 2	Viva Português	VIVA PORTUGUÊS	Elizabeth Campos, Paula Cardoso e Silvia de Andrade	Didático
9788508110346	ÁTICA	1	VU	Biologia	Ensino Médio	Biologia - Fernando G.	BIOLOGIA - VOLUME ÚNICO	Sérgio Linhares e Fernando Gewandsznajder	Didático
2460147	ÁTICA	15	1º Ano	Biologia	Ensino Médio	Biologia Hoje	BIOLOGIA HOJE - CITOLOGIA/HISTOLOGIA	Sérgio Linhares e Fernando Gewandsznajder	Didático
2460161	ÁTICA	15	3º Ano	Biologia	Ensino Médio	Biologia Hoje	BIOLOGIA HOJE - GENÉTICA/EVOLUÇÃO	Sérgio Linhares e Fernando Gewandsznajder	Didático
2460154	ÁTICA	15	2º Ano	Biologia	Ensino Médio	Biologia Hoje	BIOLOGIA HOJE - OS SERES VIVOS	Sérgio Linhares e Fernando Gewandsznajder	Didático
9788508023707	ÁTICA	17	VU	Gramática	Ensino Médio	Conjugação De Verbos Ensino Médio Português	CONJUGAÇÃO DOS VERBOS EM PORTUGUÊS	Maria Aparecida Ryan	Didático
9788508134694	ÁTICA	14	VU	Filosofia	Ensino Médio	Convite A Filosofia	CONVITE À FILOSOFIA	Marilena Chauí   	Didático
2460383	ÁTICA	1	VU	Geografia	Ensino Médio	Geografia (Vesentini)	GEOGRAFIA: O MUNDO EM TRANSIÇÃO	J. W. Vesentini	Didático
9788508106288	ÁTICA	20	VU	Gramática	Ensino Médio	Gramática - Faraco & Moura	GRAMÁTICA	Faraco, Moura e Maruxo	Didático
9788508113194	ÁTICA	17	VU	Arte	Ensino Médio	História Da Arte	HISTÓRIA DA ARTE	Graça Proença	Didático
2707334	ÁTICA	1	1º Ano	Inglês	Ensino Médio	Into English	INTO ENGLISH 1	Herbert Puchta, Jeff Stranks Richard Carter e Peter Lewis-Jones	Didático
2707341	ÁTICA	1	2º Ano	Inglês	Ensino Médio	Into English	INTO ENGLISH 2	Herbert Puchta, Jeff Stranks Richard Carter e Peter Lewis-Jones	Didático
2707358	ÁTICA	1	3º Ano	Inglês	Ensino Médio	Into English	INTO ENGLISH 3	Herbert Puchta, Jeff Stranks Richard Carter e Peter Lewis-Jones	Didático
9788508147090	ÁTICA	2	VU	Sociologia	Ensino Médio	Introdução À Sociologia (Persio)	INTRODUÇÃO À SOCIOLOGIA	Pérsio de Oliveira	Didático
9788508129669	ÁTICA	5	1º Ano	Matemática	Ensino Médio	Matemática Contexto E Aplicações - Dante	MATEMÁTICA - CONTEXTO & APLICAÇÕES	Luiz Roberto Dante	Didático
9788508129188	ÁTICA	4	3º Ano	Matemática	Ensino Médio	Matemática Contexto E Aplicações - Dante	MATEMÁTICA - CONTEXTO & APLICAÇÕES	Luiz Roberto Dante	Didático
9788508129164	ÁTICA	5	2º Ano	Matemática	Ensino Médio	Matemática Contexto E Aplicações - Dante	MATEMÁTICA - CONTEXTO & APLICAÇÕES	Luiz Roberto Dante	Didático
2417059	ÁTICA	4	VU	Matemática	Ensino Médio	Matemática Contexto E Aplicações - Dante	MATEMÁTICA - CONTEXTO E APLICAÇÕES - VOLUME ÚNICO	Luiz Roberto Dante	Didático
9788508167579	ÁTICA	2	3º Ano	Inglês	Ensino Médio	On Stage	ON STAGE	Amadeu Marques	Didático
9788508167098	ÁTICA	2	2º Ano	Inglês	Ensino Médio	On Stage	ON STAGE	Amadeu Marques	Didático
9788508166725	ÁTICA	2	1º Ano	Inglês	Ensino Médio	On Stage	ON STAGE	Amadeu Marques	Didático
9788508147687	ÁTICA	2	VU	Inglês	Ensino Médio	Prime Time	PRIME TIME - INGLÊS PARA O ENSINO MÉDIO - VOLUME ÚNICO	Amadeu Marques	Didático
9788508166787	ÁTICA	1	1º Ano	Biologia	Ensino Médio	Projeto Múltiplo	PROJETO MULTIPLO - BIOLOGIA 1	Sérgio Linhares e Fernando Gewandsznajder	Didático
9788508167555	ÁTICA	1	2º Ano	Biologia	Ensino Médio	Projeto Múltiplo	PROJETO MULTIPLO - BIOLOGIA 2	Sérgio Linhares e Fernando Gewandsznajder	Didático
9788508167074	ÁTICA	1	3º Ano	Biologia	Ensino Médio	Projeto Múltiplo	PROJETO MULTIPLO - BIOLOGIA 3	Sérgio Linhares e Fernando Gewandsznajder	Didático
9788508166749	ÁTICA	1	1º Ano	Física	Ensino Médio	Projeto Múltiplo	PROJETO MULTIPLO - FÍSICA 1	Wilson Carron, José Roberto Piqueira e Osvaldo Guimarães	Didático
9788508166763	ÁTICA	1	2º Ano	Física	Ensino Médio	Projeto Múltiplo	PROJETO MULTIPLO - FÍSICA 2	Wilson Carron, José Roberto Piqueira e Osvaldo Guimarães	Didático
9788508167197	ÁTICA	1	3º Ano	Física	Ensino Médio	Projeto Múltiplo	PROJETO MULTIPLO - FÍSICA 3	Wilson Carron, José Roberto Piqueira e Osvaldo Guimarães	Didático
9788508167494	ÁTICA	1	1º Ano	Matemática	Ensino Médio	Projeto Múltiplo	PROJETO MULTIPLO - MATEMÁTICA 1	Luiz Roberto Dante	Didático
9788508167050	ÁTICA	1	2º Ano	Matemática	Ensino Médio	Projeto Múltiplo	PROJETO MULTIPLO - MATEMÁTICA 2	Luiz Roberto Dante	Didático
9788508167517	ÁTICA	1	3º Ano	Matemática	Ensino Médio	Projeto Múltiplo	PROJETO MULTIPLO - MATEMÁTICA 3	Luiz Roberto Dante	Didático
9788508166831	ÁTICA	1	1º Ano	Química	Ensino Médio	Projeto Múltiplo	PROJETO MULTIPLO - QÚIMICA 1	Martha Reis	Didático
9788508166886	ÁTICA	1	2º Ano	Química	Ensino Médio	Projeto Múltiplo	PROJETO MULTIPLO - QÚIMICA 2	Martha Reis	Didático
9788508167531	ÁTICA	1	3º Ano	Química	Ensino Médio	Projeto Múltiplo	PROJETO MULTIPLO - QÚIMICA 3	Martha Reis	Didático
9788508165292	ÁTICA	1	VU	Geografia	Ensino Médio	Projeto Voaz	PROJETO VOAZ - GEOGRAFIA	Lúcia Marina Alves de Almeida e Tércio Barbosa Rigolin	Didático
9788508165315	ÁTICA	1	VU	História	Ensino Médio	Projeto Voaz	PROJETO VOAZ - HISTÓRIA	Gislane Azevedo e Reinaldo Seriacopi	Didático
9788508165339	ÁTICA	1	VU	Português	Ensino Médio	Projeto Voaz	PROJETO VOAZ - PORTUGUÊS	Elizabeth Marques Campos, Paula Cristina Marques e Silvia de Andrade	Didático
9788508159222	ÁTICA	1	VU	Biologia	Ensino Médio	Projeto Voaz	PROJETO VOAZ BIOLOGIA 	Wilson Roberto Paulino	Didático
9788508159246	ÁTICA	4	VU	Matemática	Ensino Médio	Projeto Voaz	PROJETO VOAZ MATEMATICA	Luiz Roberto Dante	Didático
9788508115600	ÁTICA	2	VU	Filosofia	Ensino Médio	Série Novo Ensino Médio	FILOSOFIA - SÉRIE NOVO ENSINO MÉDIO	Marilena Chauí	Didático
9788508143092	ÁTICA	1	VU	Filosofia e Sociologia	Ensino Médio	Série Novo Ensino Médio	FILOSOFIA E SOCIOLOGIA - SÉRIE NOVO ENSINO MÉDIO	Marilena Chauí e Pérsio Oliveira	Didático
9788508166701	ÁTICA	2	VU	Espanhol	Ensino Médio	Síntesis	SÍNTESIS - CURSO DE LENGUA ESPAÑOLA	Ivan Martin	Didático
9788508164714	ÁTICA	1	VU	Sociologia	Ensino Médio	Sociologia Hoje	SOCIOLOGIA HOJE	Henrique Amorim, Igor Renó e Celso Rocha	Didático
9788508115648	ÁTICA	1	2º Ano	História	Ensino Médio	Toda A História	TODA A HISTÓRIA - DA MODERNIDADE..	José Jobson Arruda e Nelson Piletti	Didático
9788508115624	ÁTICA	1	1º Ano	História	Ensino Médio	Toda A História	TODA A HISTÓRIA - DAS ORIGENS...	José Jobson Arruda e Nelson Piletti	Didático
9788508113095	ÁTICA	13	VU	História	Ensino Médio	Toda A História	TODA A HISTÓRIA - HIST GERAL E DO BRASIL	José Jobson Arruda e Nelson Piletti	Didático
9788508115662	ÁTICA	1	3º Ano	História	Ensino Médio	Toda A História	TODA A HISTÓRIA - MUNDO CONTEMPORÂNEO	José Jobson Arruda e Nelson Piletti	Didático
9788508119950	ÁTICA	1	VU	Português	Ensino Médio	Viva Português	VIVA PORTUGUÊS -  VOLUME ÚNICO	Elizabeth Campos, Paula Cardoso e Silvia de Andrade	Didático
9788508147076	ÁTICA	1	VU	Filosofia	Ensino Médio	Vivendo A Filosofia	VIVENDO A FILOSOFIA	Gabriel Chalita	Didático
9788535714494	ATUAL	1	VU	Regional	Ensino Fundamental 1	Geografia De Minas Gerais 4A	GEOGRAFIA DE MINAS GERAIS	"HELENA GUIMARAES CAMPOS; DEBORA CRISPIM SOARES"	Didático
9788502122673	ATUAL	3	VU	Regional	Ensino Fundamental 1	Hist Minas Gerais 4A	HISTÓRIA DE MINAS GERAIS 4º OU 5º ANO	"HELENA GUIMARAES CAMPOS; RICARDO DE MOURA FARIA"	Didático
9788535719789	ATUAL	1	1º Ano	Interpretação de texto	Ensino Fundamental 1	Interpretação De Texto	INTERPRETAÇÃO DE TEXTOS 1º ANO	"WILLIAM CEREJA; CILEY CLETO"	Didático
9788535719802	ATUAL	1	2º Ano	Interpretação de texto	Ensino Fundamental 1	Interpretação De Texto	INTERPRETAÇÃO DE TEXTOS 2º ANO	"WILLIAM CEREJA; CILEY CLETO"	Didático
9788535719826	ATUAL	1	3º Ano	Interpretação de texto	Ensino Fundamental 1	Interpretação De Texto	INTERPRETAÇÃO DE TEXTOS 3º ANO	"WILLIAM CEREJA; CILEY CLETO"	Didático
9788535719840	ATUAL	1	4º Ano	Interpretação de texto	Ensino Fundamental 1	Interpretação De Texto	INTERPRETAÇÃO DE TEXTOS 4º ANO	"WILLIAM CEREJA; CILEY CLETO"	Didático
9788535719864	ATUAL	1	5º Ano	Interpretação de texto	Ensino Fundamental 1	Interpretação De Texto	INTERPRETAÇÃO DE TEXTOS 5º ANO	"WILLIAM CEREJA; CILEY CLETO"	Didático
9788535719376	ATUAL	4	1º Ano	Português	Ensino Fundamental 1	Port Linguagens 1/5	PORTUGUÊS LINGUAGENS  1º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535719390	ATUAL	4	2º Ano	Português	Ensino Fundamental 1	Port Linguagens 1/5	PORTUGUÊS LINGUAGENS  2º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535719413	ATUAL	4	3º Ano	Português	Ensino Fundamental 1	Port Linguagens 1/5	PORTUGUÊS LINGUAGENS  3º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535719437	ATUAL	4	4º Ano	Português	Ensino Fundamental 1	Port Linguagens 1/5	PORTUGUÊS LINGUAGENS  4º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535719451	ATUAL	4	5º Ano	Português	Ensino Fundamental 1	Port Linguagens 1/5	PORTUGUÊS LINGUAGENS  5º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788502631366	ATUAL	5	6º Ano	GEOGRAFIA	Ensino Fundamental 2	Geo Espaco Viven 6/9	Geografia Espaço e Vivência 6º ano	"LEVON BOLIGIAN; ROGERIO MARTINEZ; WANESSA GARCIA; ANDRESSA ALVES"	Didático
9788502631380	ATUAL	5	7º Ano	GEOGRAFIA	Ensino Fundamental 2	Geo Espaco Viven 6/9	Geografia Espaço e Vivência 7º ano	"LEVON BOLIGIAN; ROGERIO MARTINEZ; WANESSA GARCIA; ANDRESSA ALVES"	Didático
9788502631403	ATUAL	5	8º Ano	GEOGRAFIA	Ensino Fundamental 2	Geo Espaco Viven 6/9	Geografia Espaço e Vivência 8º ano	"LEVON BOLIGIAN; ROGERIO MARTINEZ; WANESSA GARCIA; ANDRESSA ALVES"	Didático
9788502631427	ATUAL	5	9º Ano	GEOGRAFIA	Ensino Fundamental 2	Geo Espaco Viven 6/9	Geografia Espaço e Vivência 9º ano	"LEVON BOLIGIAN; ROGERIO MARTINEZ; WANESSA GARCIA; ANDRESSA ALVES"	Didático
9788557690011	ATUAL	4	6º Ano	Gramática	Ensino Fundamental 2	Gramat Reflexiva 6/9	GRAMÁTICA REFLEXIVA  6º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788557690035	ATUAL	4	7º Ano	Gramática	Ensino Fundamental 2	Gramat Reflexiva 6/9	GRAMÁTICA REFLEXIVA  7º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788557690059	ATUAL	4	8º Ano	Gramática	Ensino Fundamental 2	Gramat Reflexiva 6/9	GRAMÁTICA REFLEXIVA  8º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788557690073	ATUAL	4	9º Ano	Gramática	Ensino Fundamental 2	Gramat Reflexiva 6/9	GRAMÁTICA REFLEXIVA  9º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788557690097	ATUAL	5	VU	Gramática	Ensino Fundamental 2	Gramat,Texto,Reflexão,Uso	GRAMATICA - TEXTO, REFLEXÃO E USO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535717747	ATUAL	1	6º Ano	Interpretação de texto	Ensino Fundamental 2	Interpretacao Textos 6/9	INTERPRETAÇÃO DE TEXTOS  6º ANO	"WILLIAM CEREJA; CILEY CLETO"	Didático
9788535717761	ATUAL	1	7º Ano	Interpretação de texto	Ensino Fundamental 2	Interpretacao Textos 6/9	INTERPRETAÇÃO DE TEXTOS  7º ANO	"WILLIAM CEREJA; CILEY CLETO"	Didático
9788535717785	ATUAL	1	8º Ano	Interpretação de texto	Ensino Fundamental 2	Interpretacao Textos 6/9	INTERPRETAÇÃO DE TEXTOS  8º ANO	"WILLIAM CEREJA; CILEY CLETO"	Didático
9788535717808	ATUAL	1	9º Ano	Interpretação de texto	Ensino Fundamental 2	Interpretacao Textos 6/9	INTERPRETAÇÃO DE TEXTOS  9º ANO	"WILLIAM CEREJA; CILEY CLETO"	Didático
9788535717402	ATUAL	8	6º Ano	Matemática	Ensino Fundamental 2	Matem Realidade 6/9	MATEMÁTICA E REALIDADE  6º ANO	"GELSON IEZZI; OSVALDO DOLCE; ANTONIO MACHADO"	Didático
9788535717426	ATUAL	8	7º Ano	Matemática	Ensino Fundamental 2	Matem Realidade 6/9	MATEMÁTICA E REALIDADE  7º ANO	"GELSON IEZZI; OSVALDO DOLCE; ANTONIO MACHADO"	Didático
9788535717440	ATUAL	8	8º Ano	Matemática	Ensino Fundamental 2	Matem Realidade 6/9	MATEMÁTICA E REALIDADE  8º ANO	"GELSON IEZZI; OSVALDO DOLCE; ANTONIO MACHADO"	Didático
9788535717464	ATUAL	8	9º Ano	Matemática	Ensino Fundamental 2	Matem Realidade 6/9	MATEMÁTICA E REALIDADE  9º ANO	"GELSON IEZZI; OSVALDO DOLCE; ANTONIO MACHADO"	Didático
9788535719512	ATUAL	8	6º Ano	Português	Ensino Fundamental 2	Port Linguagens 6/9	PORTUGUÊS LINGUAGENS - 6º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535719536	ATUAL	8	7º Ano	Português	Ensino Fundamental 2	Port Linguagens 6/9	PORTUGUÊS LINGUAGENS - 7º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535719550	ATUAL	8	8º Ano	Português	Ensino Fundamental 2	Port Linguagens 6/9	PORTUGUÊS LINGUAGENS - 8º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535719574	ATUAL	8	9º Ano	Português	Ensino Fundamental 2	Port Linguagens 6/9	PORTUGUÊS LINGUAGENS - 9º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535719888	ATUAL	5	6º Ano	Português	Ensino Fundamental 2	Todos Textos 6/9	TODOS OS TEXTOS - 6º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535719901	ATUAL	5	7º Ano	Português	Ensino Fundamental 2	Todos Textos 6/9	TODOS OS TEXTOS - 7º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535719925	ATUAL	5	8º Ano	Português	Ensino Fundamental 2	Todos Textos 6/9	TODOS OS TEXTOS - 8º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535719949	ATUAL	5	9º Ano	Português	Ensino Fundamental 2	Todos Textos 6/9	TODOS OS TEXTOS - 9º ANO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535719499	ATUAL	1	VU	ESPANHOL	Ensino Médio	Caminos Espanol	CAMINOS  VOLUME ÚNICO	"ENRIQUE MELONE; LORENA MENON"	Didático
9788502222069	ATUAL	1	VU	ESPANHOL	Ensino Médio	Conecte Caminos Espanol	CONECTE ESPANHOL - VOLUME ÚNICO	"ENRIQUE MELONE; LORENA MENON"	Didático
9788502210974	ATUAL	2	VU	Gramática	Ensino Médio	Conecte Gramatica	CONECTE GRAMÁTICA  VOLUME ÚNICO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788502211070	ATUAL	2	VU	LITERATURA	Ensino Médio	Conecte Literatura 	CONECTE LITERATURA  VOLUME ÚNICO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788502220829	ATUAL	2	1º Ano	Matemática	Ensino Médio	Conecte Matematica	CONECTE MATEMÁTICA  VOLUME 1	"GELSON IEZZI; OSVALDO DOLCE; DAVID DEGENSZAJN; ROBERTO PERIGO; NILZE DE ALMEIDA"	Didático
9788502220898	ATUAL	2	2º Ano	Matemática	Ensino Médio	Conecte Matematica	CONECTE MATEMÁTICA  VOLUME 2	"GELSON IEZZI; OSVALDO DOLCE; DAVID DEGENSZAJN; ROBERTO PERIGO; NILZE DE ALMEIDA"	Didático
9788502220966	ATUAL	2	3º Ano	Matemática	Ensino Médio	Conecte Matematica	CONECTE MATEMÁTICA  VOLUME 3	"GELSON IEZZI; OSVALDO DOLCE; DAVID DEGENSZAJN; ROBERTO PERIGO; NILZE DE ALMEIDA"	Didático
9788502223257	ATUAL	1	VU	Português	Ensino Médio	Conecte Portugues	CONECTE PORTUGUÊS - VOLUME ÚNICO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788502223004	ATUAL	2	VU	SOCIOLOGIA	Ensino Médio	Conecte Sociologia	CONECTE SOCIOLOGIA  VOLUME ÚNICO	NELSON DACIO TOMAZI	Didático
9788502210929	ATUAL	2	VU	Português	Ensino Médio	Conecte Texto Interacao	CONECTE TEXTO E INTERAÇÃO - VOLUME ÚNICO	"WILLIAM CEREJA; THEREZA COCHAR"	Didático
9788535707014	ATUAL	1	VU	LITERATURA	Ensino Médio	Ensino Literatura-Prop Dialog	ENSINO DE LITERATURA	WILLIAM ROBERTO CEREJA	Didático
9788535717839	ATUAL	4	VU	Física	Ensino Médio	Física Basica	FÍSICA BÁSICA  VOLUME ÚNICO	"NICOLAU GILBERTO FERRARO; PAULO DE TOLEDO SOARES; RONALDO FOGO"	Didático
9788535715521	ATUAL	1	1º Ano	Física	Ensino Médio	Física Classica	FÍSICA CLÁSSICA VOLUME 1	"CAIO SERGIO CALCADA; JOSE LUIZ SAMPAIO"	Didático
9788535715545	ATUAL	1	2º Ano	Física	Ensino Médio	Física Classica	FÍSICA CLÁSSICA VOLUME 2	"CAIO SERGIO CALCADA; JOSE LUIZ SAMPAIO"	Didático
9788535715569	ATUAL	1	3º Ano	Física	Ensino Médio	Física Classica	FÍSICA CLÁSSICA VOLUME 3	"CAIO SERGIO CALCADA; JOSE LUIZ SAMPAIO"	Didático
9788535716801	ATUAL	9	1º Ano	Matemática	Ensino Médio	Fundamentos De Matemática Elementar	FUNDAMENTOS DE MATEMÁTICA ELEMENTAR - VOLUME 1	"GELSON IEZZI; CARLOS MURAKAMI"	Didático
9788535717587	ATUAL	7	1º Ano	Matemática	Ensino Médio	Fundamentos De Matemática Elementar	FUNDAMENTOS DE MATEMÁTICA ELEMENTAR  VOLUME 10	"OSVALDO DOLCE; JOSE NICOLAU POMPEO"	Didático
9788535717600	ATUAL	2	1º Ano	Matemática	Ensino Médio	Fundamentos De Matemática Elementar	FUNDAMENTOS DE MATEMÁTICA ELEMENTAR - VOLUME 11	"GELSON IEZZI; SAMUEL HAZZAN; DAVID DEGENSZAJN"	Didático
9788535716825	ATUAL	10	2º Ano	Matemática	Ensino Médio	Fundamentos De Matemática Elementar	FUNDAMENTOS DE MATEMÁTICA ELEMENTAR - VOLUME 2	"GELSON IEZZI; OSVALDO DOLCE; CARLOS MURAKAMI"	Didático
9788535716849	ATUAL	9	3º Ano	Matemática	Ensino Médio	Fundamentos De Matemática Elementar	FUNDAMENTOS DE MATEMÁTICA ELEMENTAR - VOLUME 3	GELSON IEZZI	Didático
